time_s,displacement_mm,frame,force_n,image_path,extracted_path
4.917,0.8195,37,0.057,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00037.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00037.jpg"
5.048,0.8413,38,0.061,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00038.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00038.jpg"
5.177,0.8628,39,0.065,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00039.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00039.jpg"
5.314,0.8857,40,0.071,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00040.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00040.jpg"
5.443,0.9072,41,0.075,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00041.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00041.jpg"
5.579,0.9298,42,0.08,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00042.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00042.jpg"
5.707,0.9512,43,0.086,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00043.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00043.jpg"
5.84,0.9733,44,0.089,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00044.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00044.jpg"
5.972,0.9953,45,0.092,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00045.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00045.jpg"
6.108,1.018,46,0.1,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00046.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00046.jpg"
6.238,1.0397,47,0.104,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00047.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00047.jpg"
6.367,1.0612,48,0.108,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00048.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00048.jpg"
6.499,1.0832,49,0.113,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00049.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00049.jpg"
6.634,1.1057,50,0.119,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00050.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00050.jpg"
6.764,1.1273,51,0.124,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00051.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00051.jpg"
6.899,1.1498,52,0.128,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00052.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00052.jpg"
7.029,1.1715,53,0.133,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00053.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00053.jpg"
7.162,1.1937,54,0.138,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00054.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00054.jpg"
7.293,1.2155,55,0.143,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00055.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00055.jpg"
7.424,1.2373,56,0.15,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00056.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00056.jpg"
7.558,1.2597,57,0.156,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00057.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00057.jpg"
7.689,1.2815,58,0.161,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00058.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00058.jpg"
7.852,1.3087,59,0.169,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00059.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00059.jpg"
7.986,1.331,60,0.175,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00060.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00060.jpg"
8.117,1.3528,61,0.18,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00061.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00061.jpg"
8.25,1.375,62,0.185,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00062.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00062.jpg"
8.381,1.3968,63,0.194,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00063.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00063.jpg"
8.514,1.419,64,0.2,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00064.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00064.jpg"
8.644,1.4407,65,0.204,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00065.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00065.jpg"
8.778,1.463,66,0.21,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00066.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00066.jpg"
8.909,1.4848,67,0.217,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00067.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00067.jpg"
9.043,1.5072,68,0.223,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00068.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00068.jpg"
9.173,1.5288,69,0.228,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00069.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00069.jpg"
9.307,1.5512,70,0.234,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00070.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00070.jpg"
9.438,1.573,71,0.241,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00071.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00071.jpg"
9.569,1.5948,72,0.246,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00072.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00072.jpg"
9.699,1.6165,73,0.251,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00073.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00073.jpg"
9.834,1.639,74,0.258,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00074.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00074.jpg"
9.965,1.6608,75,0.263,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00075.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00075.jpg"
10.098,1.683,76,0.27,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00076.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00076.jpg"
10.228,1.7047,77,0.276,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00077.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00077.jpg"
10.362,1.727,78,0.284,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00078.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00078.jpg"
10.491,1.7485,79,0.29,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00079.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00079.jpg"
10.627,1.7712,80,0.296,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00080.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00080.jpg"
10.756,1.7927,81,0.3,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00081.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00081.jpg"
10.89,1.815,82,0.308,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00082.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00082.jpg"
11.022,1.837,83,0.312,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00083.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00083.jpg"
11.153,1.8588,84,0.32,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00084.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00084.jpg"
11.285,1.8808,85,0.325,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00085.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00085.jpg"
11.419,1.9032,86,0.331,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00086.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00086.jpg"
11.549,1.9248,87,0.336,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00087.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00087.jpg"
11.682,1.947,88,0.342,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00088.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00088.jpg"
11.813,1.9688,89,0.349,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00089.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00089.jpg"
11.948,1.9913,90,0.355,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00090.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00090.jpg"
12.076,2.0127,91,0.361,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00091.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00091.jpg"
12.211,2.0352,92,0.367,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00092.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00092.jpg"
12.342,2.057,93,0.375,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00093.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00093.jpg"
12.475,2.0792,94,0.382,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00094.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00094.jpg"
12.607,2.1012,95,0.389,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00095.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00095.jpg"
12.738,2.123,96,0.395,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00096.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00096.jpg"
12.87,2.145,97,0.401,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00097.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00097.jpg"
13.034,2.1723,98,0.409,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00098.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00098.jpg"
13.168,2.1947,99,0.414,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00099.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00099.jpg"
13.299,2.2165,100,0.422,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00100.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00100.jpg"
13.431,2.2385,101,0.428,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00101.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00101.jpg"
13.563,2.2605,102,0.434,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00102.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00102.jpg"
13.693,2.2822,103,0.44,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00103.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00103.jpg"
13.826,2.3043,104,0.446,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00104.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00104.jpg"
13.96,2.3267,105,0.452,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00105.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00105.jpg"
14.091,2.3485,106,0.459,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00106.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00106.jpg"
14.222,2.3703,107,0.466,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00107.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00107.jpg"
14.357,2.3928,108,0.474,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00108.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00108.jpg"
14.487,2.4145,109,0.48,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00109.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00109.jpg"
14.621,2.4368,110,0.485,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00110.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00110.jpg"
14.749,2.4582,111,0.491,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00111.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00111.jpg"
14.885,2.4808,112,0.498,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00112.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00112.jpg"
15.012,2.502,113,0.504,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00113.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00113.jpg"
15.147,2.5245,114,0.51,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00114.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00114.jpg"
15.279,2.5465,115,0.518,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00115.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00115.jpg"
15.412,2.5687,116,0.525,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00116.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00116.jpg"
15.544,2.5907,117,0.532,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00117.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00117.jpg"
15.675,2.6125,118,0.538,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00118.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00118.jpg"
15.807,2.6345,119,0.546,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00119.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00119.jpg"
15.941,2.6568,120,0.552,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/frame_00120.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, 0)/frames/extracted/frame_00120.jpg"
