image_path,loc_x,loc_y,displacement_mm,force_n,session
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00018.png,138,0,0.418,0.004,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00019.png,138,0,0.4398,0.003,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00020.png,138,0,0.4622,0.003,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00021.png,138,0,0.4838,0.003,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00022.png,138,0,0.5062,0.004,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00023.png,138,0,0.528,0.004,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00024.png,138,0,0.5502,0.005,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00025.png,138,0,0.5773,0.005,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00026.png,138,0,0.5995,0.005,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00027.png,138,0,0.6213,0.005,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00028.png,138,0,0.6435,0.005,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00029.png,138,0,0.6653,0.006,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00030.png,138,0,0.6875,0.006,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00031.png,138,0,0.7092,0.006,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00032.png,138,0,0.7315,0.007,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00033.png,138,0,0.7533,0.007,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00034.png,138,0,0.7755,0.007,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00035.png,138,0,0.7973,0.007,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00036.png,138,0,0.8195,0.007,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00037.png,138,0,0.8413,0.008,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00038.png,138,0,0.8635,0.008,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00039.png,138,0,0.8853,0.008,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00040.png,138,0,0.9075,0.007,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00041.png,138,0,0.9293,0.009,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00042.png,138,0,0.9515,0.008,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00043.png,138,0,0.9733,0.009,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00044.png,138,0,0.9955,0.01,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00045.png,138,0,1.0173,0.01,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00046.png,138,0,1.0395,0.009,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00047.png,138,0,1.0613,0.01,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00048.png,138,0,1.0835,0.011,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00049.png,138,0,1.1053,0.01,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00050.png,138,0,1.1277,0.011,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00051.png,138,0,1.1492,0.01,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00052.png,138,0,1.1715,0.011,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00053.png,138,0,1.1933,0.012,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00054.png,138,0,1.2157,0.012,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00055.png,138,0,1.2373,0.013,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00056.png,138,0,1.2595,0.013,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00057.png,138,0,1.2813,0.012,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00058.png,138,0,1.3037,0.013,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00059.png,138,0,1.3253,0.013,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00060.png,138,0,1.3477,0.014,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00061.png,138,0,1.3693,0.013,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00062.png,138,0,1.3917,0.014,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00063.png,138,0,1.4185,0.015,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00064.png,138,0,1.441,0.015,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00065.png,138,0,1.4628,0.015,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00066.png,138,0,1.485,0.015,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00067.png,138,0,1.5068,0.016,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00068.png,138,0,1.529,0.016,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00069.png,138,0,1.5508,0.017,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00070.png,138,0,1.5728,0.017,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00071.png,138,0,1.5945,0.017,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00072.png,138,0,1.617,0.017,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00073.png,138,0,1.6388,0.018,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00074.png,138,0,1.661,0.017,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00075.png,138,0,1.6828,0.018,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00076.png,138,0,1.705,0.019,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00077.png,138,0,1.7268,0.019,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00078.png,138,0,1.749,0.019,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00079.png,138,0,1.7707,0.02,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00080.png,138,0,1.7927,0.02,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00081.png,138,0,1.8145,0.02,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00082.png,138,0,1.8367,0.021,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00083.png,138,0,1.8585,0.022,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00084.png,138,0,1.8807,0.021,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00085.png,138,0,1.9025,0.022,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00086.png,138,0,1.9252,0.023,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00087.png,138,0,1.9468,0.023,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00088.png,138,0,1.969,0.022,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00089.png,138,0,1.9908,0.023,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00090.png,138,0,2.013,0.024,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00091.png,138,0,2.0348,0.024,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00092.png,138,0,2.0572,0.024,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00093.png,138,0,2.0788,0.025,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00094.png,138,0,2.1012,0.025,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00095.png,138,0,2.1228,0.026,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00096.png,138,0,2.1452,0.027,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00097.png,138,0,2.1668,0.026,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00098.png,138,0,2.1892,0.027,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00099.png,138,0,2.211,0.028,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00100.png,138,0,2.2332,0.028,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00101.png,138,0,2.255,0.028,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00102.png,138,0,2.2825,0.029,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00103.png,138,0,2.3042,0.03,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00104.png,138,0,2.3265,0.03,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00105.png,138,0,2.3483,0.031,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00106.png,138,0,2.3705,0.031,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00107.png,138,0,2.3922,0.031,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00108.png,138,0,2.4145,0.032,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00109.png,138,0,2.4363,0.032,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00110.png,138,0,2.4585,0.033,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00111.png,138,0,2.4803,0.034,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00112.png,138,0,2.5025,0.033,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00113.png,138,0,2.5243,0.034,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00114.png,138,0,2.5465,0.034,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00115.png,138,0,2.5683,0.035,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00116.png,138,0,2.5905,0.035,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00117.png,138,0,2.6122,0.035,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00118.png,138,0,2.6345,0.037,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00119.png,138,0,2.6563,0.037,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00120.png,138,0,2.6785,0.037,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00121.png,138,0,2.7003,0.038,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00122.png,138,0,2.7227,0.037,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00123.png,138,0,2.7443,0.039,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00124.png,138,0,2.7667,0.04,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00125.png,138,0,2.7883,0.04,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00126.png,138,0,2.8107,0.04,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00127.png,138,0,2.8323,0.04,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00128.png,138,0,2.8547,0.041,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00129.png,138,0,2.8763,0.042,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00130.png,138,0,2.8987,0.042,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00131.png,138,0,2.9202,0.042,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00132.png,138,0,2.9427,0.044,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00133.png,138,0,2.9643,0.044,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00134.png,138,0,2.9867,0.044,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00135.png,138,0,3.0085,0.045,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00136.png,138,0,3.0307,0.045,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00137.png,138,0,3.0523,0.045,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00138.png,138,0,3.0747,0.045,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00139.png,138,0,3.096,0.045,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00140.png,138,0,3.1237,0.047,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00141.png,138,0,3.1455,0.047,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00142.png,138,0,3.1677,0.048,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00143.png,138,0,3.1895,0.049,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00144.png,138,0,3.2117,0.048,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00145.png,138,0,3.2338,0.05,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00146.png,138,0,3.2557,0.051,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00147.png,138,0,3.2777,0.051,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00148.png,138,0,3.3,0.051,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00149.png,138,0,3.3218,0.052,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00150.png,138,0,3.344,0.052,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00151.png,138,0,3.3657,0.053,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00152.png,138,0,3.388,0.054,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00153.png,138,0,3.4098,0.054,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00154.png,138,0,3.432,0.055,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00155.png,138,0,3.4538,0.055,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00156.png,138,0,3.476,0.056,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00157.png,138,0,3.4977,0.056,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00158.png,138,0,3.52,0.057,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00159.png,138,0,3.5418,0.057,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00160.png,138,0,3.564,0.058,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00161.png,138,0,3.5858,0.06,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00162.png,138,0,3.6077,0.06,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00163.png,138,0,3.6298,0.06,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00164.png,138,0,3.652,0.061,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00165.png,138,0,3.6738,0.061,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00166.png,138,0,3.696,0.062,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00167.png,138,0,3.7178,0.062,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00168.png,138,0,3.74,0.062,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00169.png,138,0,3.7618,0.064,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00170.png,138,0,3.784,0.065,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00171.png,138,0,3.8058,0.066,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00172.png,138,0,3.828,0.066,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00173.png,138,0,3.8498,0.067,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00174.png,138,0,3.8722,0.067,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00175.png,138,0,3.8938,0.067,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00176.png,138,0,3.9162,0.069,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00177.png,138,0,3.938,0.07,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00178.png,138,0,3.9602,0.069,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00179.png,138,0,3.9872,0.07,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00180.png,138,0,4.0095,0.071,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00181.png,138,0,4.0313,0.072,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00182.png,138,0,4.0535,0.073,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00183.png,138,0,4.0753,0.073,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00184.png,138,0,4.0973,0.074,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00185.png,138,0,4.119,0.074,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00186.png,138,0,4.1412,0.075,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00187.png,138,0,4.163,0.076,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00188.png,138,0,4.1852,0.076,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00189.png,138,0,4.2072,0.077,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00190.png,138,0,4.2295,0.078,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00191.png,138,0,4.2513,0.078,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00192.png,138,0,4.2735,0.08,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00193.png,138,0,4.2953,0.08,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00194.png,138,0,4.3175,0.081,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00195.png,138,0,4.3393,0.081,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00196.png,138,0,4.3617,0.082,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00197.png,138,0,4.3833,0.083,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00198.png,138,0,4.4055,0.084,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00199.png,138,0,4.4273,0.084,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00200.png,138,0,4.4497,0.085,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00201.png,138,0,4.4713,0.085,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00202.png,138,0,4.4935,0.086,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00203.png,138,0,4.5153,0.088,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00204.png,138,0,4.5375,0.088,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00205.png,138,0,4.5593,0.088,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00206.png,138,0,4.5817,0.09,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00207.png,138,0,4.6033,0.09,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00208.png,138,0,4.6255,0.091,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00209.png,138,0,4.6473,0.092,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00210.png,138,0,4.6697,0.092,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00211.png,138,0,4.6913,0.093,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00212.png,138,0,4.7137,0.094,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00213.png,138,0,4.735,0.094,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00214.png,138,0,4.7577,0.096,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00215.png,138,0,4.7795,0.097,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00216.png,138,0,4.8017,0.099,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00217.png,138,0,4.8287,0.1,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00218.png,138,0,4.851,0.1,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00219.png,138,0,4.8728,0.101,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00220.png,138,0,4.895,0.102,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00221.png,138,0,4.9168,0.102,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00222.png,138,0,4.939,0.103,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00223.png,138,0,4.9608,0.104,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00224.png,138,0,4.983,0.105,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00225.png,138,0,5.0048,0.105,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00226.png,138,0,5.027,0.106,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00227.png,138,0,5.0488,0.108,x138_y0
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y0/frame_00228.png,138,0,5.071,0.108,x138_y0
