image_path,loc_x,loc_y,displacement_mm,force_n,session
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y2/synth_frame_00452_d0.6.png,138.0,2.0,0.6,0.00405,x138_y2
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y2/synth_frame_00452_d1.0.png,138.0,2.0,1.0,0.008715,x138_y2
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y2/synth_frame_00452_d1.5.png,138.0,2.0,1.5,0.016011,x138_y2
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y2/synth_frame_00452_d2.0.png,138.0,2.0,2.0,0.02465,x138_y2
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y2/synth_frame_00452_d3.0.png,138.0,2.0,3.0,0.045286,x138_y2
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y4/synth_frame_00226_d0.3.png,138.0,4.0,0.3,0.001042,x138_y4
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y4/synth_frame_00226_d0.6.png,138.0,4.0,0.6,0.002947,x138_y4
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y4/synth_frame_00226_d1.0.png,138.0,4.0,1.0,0.006341,x138_y4
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y4/synth_frame_00226_d1.5.png,138.0,4.0,1.5,0.011649,x138_y4
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y4/synth_frame_00226_d2.0.png,138.0,4.0,2.0,0.017935,x138_y4
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y4/synth_frame_00226_d3.0.png,138.0,4.0,3.0,0.032948,x138_y4
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y4/synth_frame_00282_d0.3.png,138.0,4.0,0.3,0.00109,x138_y4
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y4/synth_frame_00282_d0.6.png,138.0,4.0,0.6,0.003083,x138_y4
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y4/synth_frame_00282_d1.0.png,138.0,4.0,1.0,0.006633,x138_y4
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y4/synth_frame_00282_d1.5.png,138.0,4.0,1.5,0.012185,x138_y4
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y4/synth_frame_00282_d2.0.png,138.0,4.0,2.0,0.018761,x138_y4
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y4/synth_frame_00282_d3.0.png,138.0,4.0,3.0,0.034466,x138_y4
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y4/synth_frame_00338_d0.3.png,138.0,4.0,0.3,0.001134,x138_y4
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y4/synth_frame_00338_d0.6.png,138.0,4.0,0.6,0.003208,x138_y4
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y4/synth_frame_00338_d1.0.png,138.0,4.0,1.0,0.006903,x138_y4
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y4/synth_frame_00338_d1.5.png,138.0,4.0,1.5,0.012682,x138_y4
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y4/synth_frame_00338_d2.0.png,138.0,4.0,2.0,0.019525,x138_y4
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y4/synth_frame_00338_d3.0.png,138.0,4.0,3.0,0.03587,x138_y4
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y4/synth_frame_00394_d0.3.png,138.0,4.0,0.3,0.001201,x138_y4
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y4/synth_frame_00394_d0.6.png,138.0,4.0,0.6,0.003397,x138_y4
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y4/synth_frame_00394_d1.0.png,138.0,4.0,1.0,0.007308,x138_y4
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y4/synth_frame_00394_d1.5.png,138.0,4.0,1.5,0.013426,x138_y4
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y4/synth_frame_00394_d2.0.png,138.0,4.0,2.0,0.020671,x138_y4
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y4/synth_frame_00394_d3.0.png,138.0,4.0,3.0,0.037976,x138_y4
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y4/synth_frame_00451_d0.3.png,138.0,4.0,0.3,0.001256,x138_y4
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y4/synth_frame_00451_d0.6.png,138.0,4.0,0.6,0.003551,x138_y4
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y4/synth_frame_00451_d1.0.png,138.0,4.0,1.0,0.007642,x138_y4
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y4/synth_frame_00451_d1.5.png,138.0,4.0,1.5,0.014038,x138_y4
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y4/synth_frame_00451_d2.0.png,138.0,4.0,2.0,0.021614,x138_y4
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y4/synth_frame_00451_d3.0.png,138.0,4.0,3.0,0.039707,x138_y4
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y14/synth_frame_00227_d0.3.png,138.0,14.0,0.3,0.001212,x138_y14
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y14/synth_frame_00227_d0.6.png,138.0,14.0,0.6,0.003428,x138_y14
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y14/synth_frame_00227_d1.0.png,138.0,14.0,1.0,0.007375,x138_y14
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y14/synth_frame_00227_d1.5.png,138.0,14.0,1.5,0.01355,x138_y14
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y14/synth_frame_00227_d2.0.png,138.0,14.0,2.0,0.020861,x138_y14
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y14/synth_frame_00227_d3.0.png,138.0,14.0,3.0,0.038324,x138_y14
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y14/synth_frame_00283_d0.3.png,138.0,14.0,0.3,0.001278,x138_y14
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y14/synth_frame_00283_d0.6.png,138.0,14.0,0.6,0.003616,x138_y14
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y14/synth_frame_00283_d1.0.png,138.0,14.0,1.0,0.007781,x138_y14
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y14/synth_frame_00283_d1.5.png,138.0,14.0,1.5,0.014294,x138_y14
/Users/ishanahluwalia/TactileSensing/dense_contact/images/x138_y14/synth_frame_00283_d2.0.png,138.0,14.0,2.0,0.022007,x138_y14
