time_s,displacement_mm,frame,force_n,image_path,extracted_path
4.782,0.797,36,0.016,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00036.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00036.jpg"
4.915,0.8192,37,0.017,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00037.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00037.jpg"
5.047,0.8412,38,0.017,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00038.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00038.jpg"
5.179,0.8632,39,0.018,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00039.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00039.jpg"
5.311,0.8852,40,0.018,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00040.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00040.jpg"
5.443,0.9072,41,0.019,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00041.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00041.jpg"
5.574,0.929,42,0.019,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00042.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00042.jpg"
5.706,0.951,43,0.02,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00043.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00043.jpg"
5.839,0.9732,44,0.021,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00044.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00044.jpg"
5.971,0.9952,45,0.022,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00045.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00045.jpg"
6.101,1.0168,46,0.022,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00046.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00046.jpg"
6.234,1.039,47,0.023,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00047.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00047.jpg"
6.368,1.0613,48,0.024,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00048.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00048.jpg"
6.501,1.0835,49,0.024,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00049.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00049.jpg"
6.631,1.1052,50,0.024,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00050.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00050.jpg"
6.763,1.1272,51,0.026,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00051.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00051.jpg"
6.895,1.1492,52,0.026,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00052.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00052.jpg"
7.026,1.171,53,0.026,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00053.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00053.jpg"
7.16,1.1933,54,0.027,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00054.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00054.jpg"
7.291,1.2152,55,0.027,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00055.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00055.jpg"
7.422,1.237,56,0.028,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00056.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00056.jpg"
7.558,1.2597,57,0.029,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00057.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00057.jpg"
7.686,1.281,58,0.03,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00058.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00058.jpg"
7.853,1.3088,59,0.03,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00059.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00059.jpg"
7.983,1.3305,60,0.031,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00060.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00060.jpg"
8.117,1.3528,61,0.032,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00061.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00061.jpg"
8.246,1.3743,62,0.033,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00062.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00062.jpg"
8.378,1.3963,63,0.033,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00063.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00063.jpg"
8.51,1.4183,64,0.033,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00064.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00064.jpg"
8.642,1.4403,65,0.035,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00065.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00065.jpg"
8.778,1.463,66,0.035,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00066.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00066.jpg"
8.909,1.4848,67,0.036,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00067.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00067.jpg"
9.038,1.5063,68,0.037,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00068.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00068.jpg"
9.174,1.529,69,0.038,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00069.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00069.jpg"
9.302,1.5503,70,0.038,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00070.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00070.jpg"
9.435,1.5725,71,0.039,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00071.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00071.jpg"
9.567,1.5945,72,0.039,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00072.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00072.jpg"
9.699,1.6165,73,0.04,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00073.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00073.jpg"
9.831,1.6385,74,0.042,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00074.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00074.jpg"
9.963,1.6605,75,0.043,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00075.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00075.jpg"
10.095,1.6825,76,0.043,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00076.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00076.jpg"
10.223,1.7038,77,0.044,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00077.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00077.jpg"
10.358,1.7263,78,0.045,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00078.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00078.jpg"
10.493,1.7488,79,0.045,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00079.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00079.jpg"
10.624,1.7707,80,0.045,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00080.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00080.jpg"
10.754,1.7923,81,0.046,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00081.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00081.jpg"
10.889,1.8148,82,0.048,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00082.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00082.jpg"
11.022,1.837,83,0.048,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00083.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00083.jpg"
11.15,1.8583,84,0.049,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00084.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00084.jpg"
11.283,1.8805,85,0.05,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00085.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00085.jpg"
11.414,1.9023,86,0.051,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00086.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00086.jpg"
11.55,1.925,87,0.052,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00087.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00087.jpg"
11.679,1.9465,88,0.053,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00088.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00088.jpg"
11.814,1.969,89,0.054,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00089.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00089.jpg"
11.944,1.9907,90,0.054,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00090.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00090.jpg"
12.078,2.013,91,0.055,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00091.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00091.jpg"
12.21,2.035,92,0.056,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00092.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00092.jpg"
12.342,2.057,93,0.058,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00093.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00093.jpg"
12.472,2.0787,94,0.059,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00094.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00094.jpg"
12.603,2.1005,95,0.06,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00095.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00095.jpg"
12.735,2.1225,96,0.061,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00096.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00096.jpg"
12.898,2.1497,97,0.061,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00097.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00097.jpg"
13.032,2.172,98,0.062,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00098.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00098.jpg"
13.164,2.194,99,0.064,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00099.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00099.jpg"
13.298,2.2163,100,0.064,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00100.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00100.jpg"
13.427,2.2378,101,0.065,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00101.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00101.jpg"
13.559,2.2598,102,0.066,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00102.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00102.jpg"
13.691,2.2818,103,0.067,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00103.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00103.jpg"
13.826,2.3043,104,0.068,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00104.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00104.jpg"
13.956,2.326,105,0.069,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00105.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00105.jpg"
14.09,2.3483,106,0.07,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00106.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00106.jpg"
14.221,2.3702,107,0.07,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00107.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00107.jpg"
14.353,2.3922,108,0.072,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00108.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00108.jpg"
14.487,2.4145,109,0.073,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00109.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00109.jpg"
14.615,2.4358,110,0.073,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00110.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00110.jpg"
14.748,2.458,111,0.075,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00111.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00111.jpg"
14.881,2.4802,112,0.076,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00112.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00112.jpg"
15.013,2.5022,113,0.078,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00113.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00113.jpg"
15.145,2.5242,114,0.078,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00114.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00114.jpg"
15.278,2.5463,115,0.078,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00115.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00115.jpg"
15.408,2.568,116,0.08,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00116.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00116.jpg"
15.541,2.5902,117,0.082,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00117.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00117.jpg"
15.67,2.6117,118,0.082,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00118.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00118.jpg"
15.806,2.6343,119,0.083,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00119.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00119.jpg"
15.938,2.6563,120,0.084,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/frame_00120.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00120.jpg"
