time_s,displacement_mm,frame,force_n,image_path,extracted_path
3.597,0.5995,27,0.011,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00027.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00027.jpg"
3.728,0.6213,28,0.012,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00028.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00028.jpg"
3.861,0.6435,29,0.012,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00029.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00029.jpg"
3.994,0.6657,30,0.013,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00030.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00030.jpg"
4.127,0.6878,31,0.014,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00031.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00031.jpg"
4.255,0.7092,32,0.014,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00032.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00032.jpg"
4.391,0.7318,33,0.014,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00033.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00033.jpg"
4.521,0.7535,34,0.015,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00034.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00034.jpg"
4.655,0.7758,35,0.016,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00035.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00035.jpg"
4.785,0.7975,36,0.017,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00036.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00036.jpg"
4.918,0.8197,37,0.017,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00037.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00037.jpg"
5.049,0.8415,38,0.017,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00038.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00038.jpg"
5.179,0.8632,39,0.018,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00039.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00039.jpg"
5.345,0.8908,40,0.019,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00040.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00040.jpg"
5.477,0.9128,41,0.019,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00041.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00041.jpg"
5.611,0.9352,42,0.02,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00042.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00042.jpg"
5.741,0.9568,43,0.02,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00043.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00043.jpg"
5.872,0.9787,44,0.02,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00044.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00044.jpg"
6.006,1.001,45,0.022,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00045.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00045.jpg"
6.138,1.023,46,0.023,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00046.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00046.jpg"
6.271,1.0452,47,0.023,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00047.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00047.jpg"
6.402,1.067,48,0.024,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00048.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00048.jpg"
6.534,1.089,49,0.025,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00049.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00049.jpg"
6.662,1.1103,50,0.025,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00050.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00050.jpg"
6.796,1.1327,51,0.027,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00051.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00051.jpg"
6.927,1.1545,52,0.026,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00052.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00052.jpg"
7.059,1.1765,53,0.028,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00053.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00053.jpg"
7.194,1.199,54,0.028,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00054.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00054.jpg"
7.328,1.2213,55,0.028,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00055.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00055.jpg"
7.456,1.2427,56,0.029,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00056.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00056.jpg"
7.592,1.2653,57,0.029,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00057.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00057.jpg"
7.72,1.2867,58,0.03,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00058.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00058.jpg"
7.856,1.3093,59,0.031,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00059.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00059.jpg"
7.983,1.3305,60,0.032,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00060.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00060.jpg"
8.12,1.3533,61,0.034,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00061.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00061.jpg"
8.25,1.375,62,0.032,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00062.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00062.jpg"
8.382,1.397,63,0.033,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00063.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00063.jpg"
8.514,1.419,64,0.034,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00064.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00064.jpg"
8.644,1.4407,65,0.035,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00065.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00065.jpg"
8.776,1.4627,66,0.037,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00066.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00066.jpg"
8.912,1.4853,67,0.037,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00067.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00067.jpg"
9.042,1.507,68,0.037,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00068.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00068.jpg"
9.172,1.5287,69,0.037,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00069.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00069.jpg"
9.306,1.551,70,0.039,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00070.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00070.jpg"
9.438,1.573,71,0.039,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00071.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00071.jpg"
9.572,1.5953,72,0.041,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00072.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00072.jpg"
9.702,1.617,73,0.042,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00073.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00073.jpg"
9.833,1.6388,74,0.042,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00074.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00074.jpg"
9.969,1.6615,75,0.043,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00075.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00075.jpg"
10.099,1.6832,76,0.043,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00076.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00076.jpg"
10.231,1.7052,77,0.044,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00077.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00077.jpg"
10.361,1.7268,78,0.045,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00078.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00078.jpg"
10.526,1.7543,79,0.046,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00079.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00079.jpg"
10.659,1.7765,80,0.048,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00080.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00080.jpg"
10.789,1.7982,81,0.048,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00081.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00081.jpg"
10.922,1.8203,82,0.05,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00082.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00082.jpg"
11.054,1.8423,83,0.05,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00083.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00083.jpg"
11.184,1.864,84,0.051,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00084.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00084.jpg"
11.318,1.8863,85,0.052,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00085.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00085.jpg"
11.449,1.9082,86,0.053,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00086.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00086.jpg"
11.581,1.9302,87,0.054,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00087.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00087.jpg"
11.714,1.9523,88,0.054,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00088.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00088.jpg"
11.845,1.9742,89,0.055,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00089.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00089.jpg"
11.978,1.9963,90,0.055,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00090.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00090.jpg"
12.112,2.0187,91,0.056,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00091.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00091.jpg"
12.243,2.0405,92,0.057,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00092.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00092.jpg"
12.375,2.0625,93,0.059,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00093.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00093.jpg"
12.506,2.0843,94,0.06,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00094.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00094.jpg"
12.639,2.1065,95,0.061,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00095.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00095.jpg"
12.769,2.1282,96,0.062,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00096.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00096.jpg"
12.903,2.1505,97,0.062,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00097.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00097.jpg"
13.035,2.1725,98,0.064,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00098.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00098.jpg"
13.168,2.1947,99,0.065,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00099.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00099.jpg"
13.298,2.2163,100,0.067,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00100.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00100.jpg"
13.43,2.2383,101,0.068,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00101.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00101.jpg"
13.564,2.2607,102,0.07,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00102.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00102.jpg"
13.693,2.2822,103,0.07,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00103.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00103.jpg"
13.825,2.3042,104,0.072,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00104.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00104.jpg"
13.959,2.3265,105,0.073,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00105.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00105.jpg"
14.089,2.3482,106,0.074,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00106.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00106.jpg"
14.221,2.3702,107,0.076,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00107.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00107.jpg"
14.354,2.3923,108,0.079,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00108.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00108.jpg"
14.484,2.414,109,0.078,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00109.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00109.jpg"
14.619,2.4365,110,0.08,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00110.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00110.jpg"
14.751,2.4585,111,0.082,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00111.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00111.jpg"
14.882,2.4803,112,0.084,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00112.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00112.jpg"
15.015,2.5025,113,0.085,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00113.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00113.jpg"
15.147,2.5245,114,0.087,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00114.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00114.jpg"
15.279,2.5465,115,0.089,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00115.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00115.jpg"
15.407,2.5678,116,0.09,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00116.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00116.jpg"
15.577,2.5962,117,0.091,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00117.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00117.jpg"
15.707,2.6178,118,0.093,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00118.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00118.jpg"
15.839,2.6398,119,0.095,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00119.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00119.jpg"
15.972,2.662,120,0.097,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/frame_00120.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -4)/frames/extracted/frame_00120.jpg"
