time_s,displacement_mm,frame,force_n,image_path,extracted_path
3.592,0.5987,27,0.014,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00027.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00027.jpg"
3.723,0.6205,28,0.013,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00028.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00028.jpg"
3.858,0.643,29,0.014,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00029.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00029.jpg"
3.988,0.6647,30,0.015,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00030.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00030.jpg"
4.122,0.687,31,0.015,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00031.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00031.jpg"
4.254,0.709,32,0.017,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00032.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00032.jpg"
4.386,0.731,33,0.017,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00033.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00033.jpg"
4.517,0.7528,34,0.018,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00034.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00034.jpg"
4.647,0.7745,35,0.018,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00035.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00035.jpg"
4.779,0.7965,36,0.019,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00036.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00036.jpg"
4.913,0.8188,37,0.019,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00037.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00037.jpg"
5.044,0.8407,38,0.02,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00038.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00038.jpg"
5.178,0.863,39,0.021,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00039.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00039.jpg"
5.309,0.8848,40,0.022,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00040.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00040.jpg"
5.443,0.9072,41,0.022,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00041.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00041.jpg"
5.573,0.9288,42,0.024,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00042.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00042.jpg"
5.707,0.9512,43,0.024,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00043.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00043.jpg"
5.837,0.9728,44,0.025,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00044.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00044.jpg"
5.971,0.9952,45,0.026,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00045.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00045.jpg"
6.101,1.0168,46,0.026,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00046.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00046.jpg"
6.233,1.0388,47,0.027,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00047.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00047.jpg"
6.365,1.0608,48,0.028,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00048.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00048.jpg"
6.498,1.083,49,0.029,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00049.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00049.jpg"
6.628,1.1047,50,0.029,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00050.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00050.jpg"
6.763,1.1272,51,0.03,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00051.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00051.jpg"
6.892,1.1487,52,0.031,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00052.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00052.jpg"
7.026,1.171,53,0.031,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00053.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00053.jpg"
7.157,1.1928,54,0.033,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00054.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00054.jpg"
7.288,1.2147,55,0.033,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00055.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00055.jpg"
7.421,1.2368,56,0.034,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00056.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00056.jpg"
7.553,1.2588,57,0.035,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00057.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00057.jpg"
7.683,1.2805,58,0.037,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00058.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00058.jpg"
7.818,1.303,59,0.038,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00059.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00059.jpg"
7.948,1.3247,60,0.037,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00060.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00060.jpg"
8.083,1.3472,61,0.039,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00061.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00061.jpg"
8.213,1.3688,62,0.04,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00062.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00062.jpg"
8.349,1.3915,63,0.042,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00063.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00063.jpg"
8.478,1.413,64,0.042,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00064.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00064.jpg"
8.642,1.4403,65,0.044,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00065.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00065.jpg"
8.773,1.4622,66,0.044,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00066.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00066.jpg"
8.906,1.4843,67,0.046,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00067.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00067.jpg"
9.039,1.5065,68,0.046,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00068.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00068.jpg"
9.173,1.5288,69,0.049,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00069.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00069.jpg"
9.303,1.5505,70,0.049,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00070.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00070.jpg"
9.438,1.573,71,0.049,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00071.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00071.jpg"
9.564,1.594,72,0.051,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00072.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00072.jpg"
9.697,1.6162,73,0.052,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00073.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00073.jpg"
9.828,1.638,74,0.053,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00074.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00074.jpg"
9.962,1.6603,75,0.054,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00075.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00075.jpg"
10.096,1.6827,76,0.056,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00076.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00076.jpg"
10.228,1.7047,77,0.058,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00077.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00077.jpg"
10.36,1.7267,78,0.058,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00078.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00078.jpg"
10.493,1.7488,79,0.059,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00079.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00079.jpg"
10.622,1.7703,80,0.06,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00080.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00080.jpg"
10.756,1.7927,81,0.062,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00081.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00081.jpg"
10.887,1.8145,82,0.064,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00082.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00082.jpg"
11.022,1.837,83,0.064,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00083.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00083.jpg"
11.152,1.8587,84,0.066,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00084.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00084.jpg"
11.285,1.8808,85,0.066,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00085.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00085.jpg"
11.416,1.9027,86,0.068,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00086.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00086.jpg"
11.549,1.9248,87,0.07,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00087.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00087.jpg"
11.678,1.9463,88,0.071,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00088.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00088.jpg"
11.813,1.9688,89,0.072,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00089.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00089.jpg"
11.943,1.9905,90,0.073,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00090.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00090.jpg"
12.077,2.0128,91,0.075,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00091.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00091.jpg"
12.207,2.0345,92,0.077,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00092.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00092.jpg"
12.341,2.0568,93,0.078,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00093.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00093.jpg"
12.472,2.0787,94,0.08,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00094.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00094.jpg"
12.603,2.1005,95,0.081,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00095.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00095.jpg"
12.735,2.1225,96,0.083,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00096.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00096.jpg"
12.87,2.145,97,0.084,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00097.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00097.jpg"
12.999,2.1665,98,0.085,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00098.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00098.jpg"
13.131,2.1885,99,0.087,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00099.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00099.jpg"
13.264,2.2107,100,0.089,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00100.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00100.jpg"
13.398,2.233,101,0.09,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00101.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00101.jpg"
13.526,2.2543,102,0.092,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00102.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00102.jpg"
13.691,2.2818,103,0.095,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00103.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00103.jpg"
13.822,2.3037,104,0.097,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00104.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00104.jpg"
13.955,2.3258,105,0.099,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00105.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00105.jpg"
14.086,2.3477,106,0.102,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00106.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00106.jpg"
14.22,2.37,107,0.105,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00107.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00107.jpg"
14.351,2.3918,108,0.108,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00108.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00108.jpg"
14.486,2.4143,109,0.113,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00109.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00109.jpg"
14.615,2.4358,110,0.119,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00110.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00110.jpg"
14.747,2.4578,111,0.124,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00111.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00111.jpg"
14.878,2.4797,112,0.128,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00112.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00112.jpg"
15.011,2.5018,113,0.136,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00113.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00113.jpg"
15.144,2.524,114,0.14,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00114.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00114.jpg"
15.277,2.5462,115,0.147,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00115.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00115.jpg"
15.406,2.5677,116,0.152,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00116.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00116.jpg"
15.541,2.5902,117,0.16,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00117.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00117.jpg"
15.67,2.6117,118,0.167,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00118.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00118.jpg"
15.805,2.6342,119,0.172,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00119.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00119.jpg"
15.935,2.6558,120,0.177,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/frame_00120.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00120.jpg"
