time_s,displacement_mm,frame,force_n,image_path,extracted_path
2.672,0.4453,20,0.008,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00020.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00020.jpg"
2.803,0.4672,21,0.009,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00021.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00021.jpg"
2.936,0.4893,22,0.009,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00022.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00022.jpg"
3.065,0.5108,23,0.01,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00023.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00023.jpg"
3.2,0.5333,24,0.011,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00024.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00024.jpg"
3.331,0.5552,25,0.011,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00025.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00025.jpg"
3.464,0.5773,26,0.012,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00026.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00026.jpg"
3.595,0.5992,27,0.013,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00027.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00027.jpg"
3.728,0.6213,28,0.014,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00028.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00028.jpg"
3.859,0.6432,29,0.015,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00029.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00029.jpg"
3.991,0.6652,30,0.015,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00030.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00030.jpg"
4.123,0.6872,31,0.017,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00031.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00031.jpg"
4.255,0.7092,32,0.018,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00032.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00032.jpg"
4.389,0.7315,33,0.02,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00033.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00033.jpg"
4.52,0.7533,34,0.021,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00034.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00034.jpg"
4.651,0.7752,35,0.023,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00035.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00035.jpg"
4.783,0.7972,36,0.025,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00036.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00036.jpg"
4.916,0.8193,37,0.026,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00037.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00037.jpg"
5.046,0.841,38,0.027,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00038.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00038.jpg"
5.181,0.8635,39,0.028,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00039.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00039.jpg"
5.312,0.8853,40,0.031,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00040.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00040.jpg"
5.443,0.9072,41,0.032,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00041.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00041.jpg"
5.575,0.9292,42,0.034,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00042.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00042.jpg"
5.708,0.9513,43,0.035,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00043.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00043.jpg"
5.837,0.9728,44,0.037,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00044.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00044.jpg"
6.002,1.0003,45,0.038,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00045.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00045.jpg"
6.134,1.0223,46,0.039,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00046.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00046.jpg"
6.268,1.0447,47,0.041,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00047.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00047.jpg"
6.399,1.0665,48,0.043,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00048.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00048.jpg"
6.532,1.0887,49,0.045,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00049.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00049.jpg"
6.663,1.1105,50,0.048,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00050.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00050.jpg"
6.794,1.1323,51,0.049,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00051.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00051.jpg"
6.927,1.1545,52,0.049,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00052.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00052.jpg"
7.059,1.1765,53,0.051,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00053.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00053.jpg"
7.191,1.1985,54,0.053,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00054.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00054.jpg"
7.324,1.2207,55,0.055,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00055.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00055.jpg"
7.455,1.2425,56,0.056,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00056.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00056.jpg"
7.588,1.2647,57,0.059,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00057.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00057.jpg"
7.719,1.2865,58,0.06,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00058.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00058.jpg"
7.852,1.3087,59,0.061,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00059.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00059.jpg"
7.984,1.3307,60,0.062,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00060.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00060.jpg"
8.114,1.3523,61,0.064,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00061.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00061.jpg"
8.247,1.3745,62,0.067,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00062.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00062.jpg"
8.38,1.3967,63,0.068,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00063.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00063.jpg"
8.511,1.4185,64,0.071,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00064.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00064.jpg"
8.644,1.4407,65,0.072,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00065.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00065.jpg"
8.775,1.4625,66,0.073,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00066.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00066.jpg"
8.909,1.4848,67,0.075,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00067.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00067.jpg"
9.039,1.5065,68,0.077,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00068.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00068.jpg"
9.171,1.5285,69,0.079,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00069.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00069.jpg"
9.304,1.5507,70,0.081,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00070.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00070.jpg"
9.435,1.5725,71,0.082,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00071.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00071.jpg"
9.568,1.5947,72,0.084,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00072.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00072.jpg"
9.701,1.6168,73,0.086,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00073.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00073.jpg"
9.832,1.6387,74,0.089,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00074.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00074.jpg"
9.964,1.6607,75,0.092,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00075.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00075.jpg"
10.096,1.6827,76,0.093,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00076.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00076.jpg"
10.229,1.7048,77,0.094,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00077.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00077.jpg"
10.358,1.7263,78,0.096,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00078.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00078.jpg"
10.493,1.7488,79,0.099,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00079.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00079.jpg"
10.624,1.7707,80,0.102,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00080.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00080.jpg"
10.756,1.7927,81,0.105,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00081.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00081.jpg"
10.888,1.8147,82,0.109,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00082.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00082.jpg"
11.021,1.8368,83,0.112,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00083.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00083.jpg"
11.184,1.864,84,0.118,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00084.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00084.jpg"
11.317,1.8862,85,0.123,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00085.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00085.jpg"
11.449,1.9082,86,0.126,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00086.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00086.jpg"
11.582,1.9303,87,0.132,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00087.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00087.jpg"
11.714,1.9523,88,0.136,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00088.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00088.jpg"
11.842,1.9737,89,0.14,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00089.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00089.jpg"
11.974,1.9957,90,0.143,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00090.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00090.jpg"
12.108,2.018,91,0.149,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00091.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00091.jpg"
12.242,2.0403,92,0.153,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00092.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00092.jpg"
12.374,2.0623,93,0.159,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00093.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00093.jpg"
12.506,2.0843,94,0.163,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00094.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00094.jpg"
12.638,2.1063,95,0.17,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00095.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00095.jpg"
12.77,2.1283,96,0.174,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00096.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00096.jpg"
12.901,2.1502,97,0.178,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00097.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00097.jpg"
13.032,2.172,98,0.182,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00098.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00098.jpg"
13.167,2.1945,99,0.188,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00099.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00099.jpg"
13.298,2.2163,100,0.192,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00100.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00100.jpg"
13.43,2.2383,101,0.198,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00101.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00101.jpg"
13.559,2.2598,102,0.204,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00102.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00102.jpg"
13.693,2.2822,103,0.209,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00103.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00103.jpg"
13.825,2.3042,104,0.214,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00104.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00104.jpg"
13.958,2.3263,105,0.218,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00105.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00105.jpg"
14.088,2.348,106,0.224,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00106.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00106.jpg"
14.221,2.3702,107,0.228,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00107.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00107.jpg"
14.354,2.3923,108,0.231,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00108.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00108.jpg"
14.484,2.414,109,0.236,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00109.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00109.jpg"
14.619,2.4365,110,0.242,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00110.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00110.jpg"
14.749,2.4582,111,0.247,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00111.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00111.jpg"
14.883,2.4805,112,0.253,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00112.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00112.jpg"
15.012,2.502,113,0.259,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00113.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00113.jpg"
15.146,2.5243,114,0.264,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00114.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00114.jpg"
15.279,2.5465,115,0.271,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00115.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00115.jpg"
15.411,2.5685,116,0.276,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00116.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00116.jpg"
15.54,2.59,117,0.283,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00117.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00117.jpg"
15.672,2.612,118,0.289,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00118.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00118.jpg"
15.807,2.6345,119,0.295,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00119.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00119.jpg"
15.938,2.6563,120,0.299,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/frame_00120.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00120.jpg"
