time_s,displacement_mm,frame,force_n,image_path,extracted_path
5.34,0.89,40,0.016,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00040.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00040.jpg"
5.471,0.9118,41,0.017,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00041.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00041.jpg"
5.603,0.9338,42,0.018,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00042.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00042.jpg"
5.735,0.9558,43,0.018,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00043.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00043.jpg"
5.871,0.9785,44,0.019,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00044.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00044.jpg"
5.999,0.9998,45,0.019,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00045.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00045.jpg"
6.135,1.0225,46,0.02,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00046.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00046.jpg"
6.263,1.0438,47,0.019,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00047.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00047.jpg"
6.395,1.0658,48,0.02,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00048.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00048.jpg"
6.528,1.088,49,0.021,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00049.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00049.jpg"
6.662,1.1103,50,0.021,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00050.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00050.jpg"
6.793,1.1322,51,0.022,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00051.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00051.jpg"
6.926,1.1543,52,0.022,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00052.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00052.jpg"
7.058,1.1763,53,0.022,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00053.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00053.jpg"
7.19,1.1983,54,0.023,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00054.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00054.jpg"
7.319,1.2198,55,0.023,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00055.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00055.jpg"
7.451,1.2418,56,0.024,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00056.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00056.jpg"
7.585,1.2642,57,0.025,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00057.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00057.jpg"
7.718,1.2863,58,0.025,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00058.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00058.jpg"
7.849,1.3082,59,0.025,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00059.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00059.jpg"
7.981,1.3302,60,0.026,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00060.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00060.jpg"
8.115,1.3525,61,0.026,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00061.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00061.jpg"
8.244,1.374,62,0.028,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00062.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00062.jpg"
8.376,1.396,63,0.028,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00063.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00063.jpg"
8.511,1.4185,64,0.029,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00064.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00064.jpg"
8.642,1.4403,65,0.03,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00065.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00065.jpg"
8.773,1.4622,66,0.03,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00066.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00066.jpg"
8.906,1.4843,67,0.031,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00067.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00067.jpg"
9.039,1.5065,68,0.032,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00068.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00068.jpg"
9.169,1.5282,69,0.033,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00069.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00069.jpg"
9.299,1.5498,70,0.033,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00070.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00070.jpg"
9.434,1.5723,71,0.033,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00071.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00071.jpg"
9.567,1.5945,72,0.034,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00072.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00072.jpg"
9.699,1.6165,73,0.035,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00073.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00073.jpg"
9.831,1.6385,74,0.035,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00074.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00074.jpg"
9.962,1.6603,75,0.036,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00075.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00075.jpg"
10.094,1.6823,76,0.036,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00076.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00076.jpg"
10.227,1.7045,77,0.037,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00077.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00077.jpg"
10.39,1.7317,78,0.037,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00078.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00078.jpg"
10.521,1.7535,79,0.038,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00079.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00079.jpg"
10.654,1.7757,80,0.039,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00080.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00080.jpg"
10.786,1.7977,81,0.039,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00081.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00081.jpg"
10.917,1.8195,82,0.039,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00082.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00082.jpg"
11.05,1.8417,83,0.041,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00083.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00083.jpg"
11.18,1.8633,84,0.041,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00084.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00084.jpg"
11.314,1.8857,85,0.042,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00085.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00085.jpg"
11.447,1.9078,86,0.043,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00086.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00086.jpg"
11.578,1.9297,87,0.043,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00087.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00087.jpg"
11.707,1.9512,88,0.044,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00088.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00088.jpg"
11.841,1.9735,89,0.044,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00089.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00089.jpg"
11.972,1.9953,90,0.045,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00090.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00090.jpg"
12.105,2.0175,91,0.046,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00091.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00091.jpg"
12.236,2.0393,92,0.047,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00092.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00092.jpg"
12.368,2.0613,93,0.047,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00093.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00093.jpg"
12.501,2.0835,94,0.049,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00094.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00094.jpg"
12.635,2.1058,95,0.049,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00095.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00095.jpg"
12.767,2.1278,96,0.05,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00096.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00096.jpg"
12.898,2.1497,97,0.051,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00097.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00097.jpg"
13.031,2.1718,98,0.051,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00098.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00098.jpg"
13.162,2.1937,99,0.052,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00099.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00099.jpg"
13.293,2.2155,100,0.053,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00100.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00100.jpg"
13.426,2.2377,101,0.054,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00101.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00101.jpg"
13.557,2.2595,102,0.054,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00102.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00102.jpg"
13.691,2.2818,103,0.055,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00103.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00103.jpg"
13.822,2.3037,104,0.056,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00104.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00104.jpg"
13.955,2.3258,105,0.057,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00105.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00105.jpg"
14.087,2.3478,106,0.059,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00106.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00106.jpg"
14.218,2.3697,107,0.06,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00107.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00107.jpg"
14.349,2.3915,108,0.06,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00108.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00108.jpg"
14.481,2.4135,109,0.061,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00109.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00109.jpg"
14.614,2.4357,110,0.061,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00110.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00110.jpg"
14.747,2.4578,111,0.062,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00111.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00111.jpg"
14.878,2.4797,112,0.062,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00112.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00112.jpg"
15.012,2.502,113,0.063,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00113.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00113.jpg"
15.143,2.5238,114,0.064,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00114.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00114.jpg"
15.274,2.5457,115,0.064,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00115.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00115.jpg"
15.406,2.5677,116,0.065,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00116.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00116.jpg"
15.572,2.5953,117,0.066,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00117.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00117.jpg"
15.704,2.6173,118,0.067,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00118.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00118.jpg"
15.835,2.6392,119,0.067,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00119.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00119.jpg"
15.969,2.6615,120,0.068,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/frame_00120.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -6)/frames/extracted/frame_00120.jpg"
