time_s,displacement_mm,frame,force_n,image_path,extracted_path
1.744,0.2907,13,0.003,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00013.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00013.jpg"
1.876,0.3127,14,0.003,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00014.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00014.jpg"
2.008,0.3347,15,0.004,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00015.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00015.jpg"
2.139,0.3565,16,0.005,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00016.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00016.jpg"
2.271,0.3785,17,0.004,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00017.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00017.jpg"
2.405,0.4008,18,0.005,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00018.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00018.jpg"
2.536,0.4227,19,0.005,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00019.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00019.jpg"
2.668,0.4447,20,0.005,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00020.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00020.jpg"
2.8,0.4667,21,0.007,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00021.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00021.jpg"
2.932,0.4887,22,0.006,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00022.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00022.jpg"
3.064,0.5107,23,0.007,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00023.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00023.jpg"
3.196,0.5327,24,0.008,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00024.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00024.jpg"
3.328,0.5547,25,0.009,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00025.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00025.jpg"
3.461,0.5768,26,0.008,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00026.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00026.jpg"
3.593,0.5988,27,0.009,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00027.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00027.jpg"
3.724,0.6207,28,0.009,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00028.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00028.jpg"
3.855,0.6425,29,0.009,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00029.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00029.jpg"
3.988,0.6647,30,0.01,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00030.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00030.jpg"
4.12,0.6867,31,0.011,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00031.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00031.jpg"
4.253,0.7088,32,0.011,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00032.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00032.jpg"
4.385,0.7308,33,0.011,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00033.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00033.jpg"
4.516,0.7527,34,0.012,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00034.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00034.jpg"
4.649,0.7748,35,0.012,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00035.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00035.jpg"
4.781,0.7968,36,0.013,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00036.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00036.jpg"
4.912,0.8187,37,0.013,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00037.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00037.jpg"
5.045,0.8408,38,0.013,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00038.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00038.jpg"
5.176,0.8627,39,0.014,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00039.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00039.jpg"
5.309,0.8848,40,0.014,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00040.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00040.jpg"
5.439,0.9065,41,0.014,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00041.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00041.jpg"
5.575,0.9292,42,0.015,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00042.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00042.jpg"
5.703,0.9505,43,0.016,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00043.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00043.jpg"
5.835,0.9725,44,0.016,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00044.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00044.jpg"
5.965,0.9942,45,0.017,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00045.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00045.jpg"
6.098,1.0163,46,0.018,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00046.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00046.jpg"
6.233,1.0388,47,0.018,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00047.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00047.jpg"
6.364,1.0607,48,0.019,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00048.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00048.jpg"
6.494,1.0823,49,0.019,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00049.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00049.jpg"
6.629,1.1048,50,0.02,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00050.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00050.jpg"
6.794,1.1323,51,0.02,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00051.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00051.jpg"
6.923,1.1538,52,0.02,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00052.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00052.jpg"
7.058,1.1763,53,0.02,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00053.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00053.jpg"
7.189,1.1982,54,0.021,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00054.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00054.jpg"
7.322,1.2203,55,0.021,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00055.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00055.jpg"
7.452,1.242,56,0.022,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00056.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00056.jpg"
7.586,1.2643,57,0.023,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00057.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00057.jpg"
7.717,1.2862,58,0.023,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00058.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00058.jpg"
7.848,1.308,59,0.024,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00059.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00059.jpg"
7.98,1.33,60,0.025,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00060.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00060.jpg"
8.112,1.352,61,0.025,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00061.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00061.jpg"
8.247,1.3745,62,0.026,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00062.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00062.jpg"
8.376,1.396,63,0.026,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00063.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00063.jpg"
8.51,1.4183,64,0.028,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00064.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00064.jpg"
8.641,1.4402,65,0.027,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00065.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00065.jpg"
8.775,1.4625,66,0.027,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00066.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00066.jpg"
8.904,1.484,67,0.028,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00067.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00067.jpg"
9.039,1.5065,68,0.029,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00068.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00068.jpg"
9.167,1.5278,69,0.029,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00069.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00069.jpg"
9.303,1.5505,70,0.03,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00070.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00070.jpg"
9.431,1.5718,71,0.031,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00071.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00071.jpg"
9.564,1.594,72,0.031,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00072.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00072.jpg"
9.699,1.6165,73,0.032,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00073.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00073.jpg"
9.829,1.6382,74,0.033,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00074.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00074.jpg"
9.961,1.6602,75,0.033,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00075.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00075.jpg"
10.092,1.682,76,0.034,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00076.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00076.jpg"
10.224,1.704,77,0.034,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00077.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00077.jpg"
10.357,1.7262,78,0.035,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00078.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00078.jpg"
10.49,1.7483,79,0.035,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00079.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00079.jpg"
10.62,1.77,80,0.037,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00080.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00080.jpg"
10.752,1.792,81,0.037,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00081.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00081.jpg"
10.885,1.8142,82,0.037,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00082.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00082.jpg"
11.018,1.8363,83,0.038,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00083.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00083.jpg"
11.151,1.8585,84,0.039,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00084.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00084.jpg"
11.281,1.8802,85,0.04,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00085.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00085.jpg"
11.415,1.9025,86,0.04,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00086.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00086.jpg"
11.544,1.924,87,0.041,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00087.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00087.jpg"
11.678,1.9463,88,0.041,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00088.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00088.jpg"
11.809,1.9682,89,0.041,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00089.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00089.jpg"
11.973,1.9955,90,0.043,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00090.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00090.jpg"
12.106,2.0177,91,0.043,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00091.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00091.jpg"
12.238,2.0397,92,0.044,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00092.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00092.jpg"
12.371,2.0618,93,0.045,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00093.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00093.jpg"
12.504,2.084,94,0.046,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00094.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00094.jpg"
12.635,2.1058,95,0.046,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00095.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00095.jpg"
12.764,2.1273,96,0.047,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00096.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00096.jpg"
12.896,2.1493,97,0.048,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00097.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00097.jpg"
13.032,2.172,98,0.049,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00098.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00098.jpg"
13.162,2.1937,99,0.049,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00099.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00099.jpg"
13.296,2.216,100,0.05,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00100.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00100.jpg"
13.426,2.2377,101,0.052,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00101.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00101.jpg"
13.558,2.2597,102,0.051,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00102.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00102.jpg"
13.69,2.2817,103,0.052,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00103.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00103.jpg"
13.821,2.3035,104,0.053,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00104.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00104.jpg"
13.954,2.3257,105,0.054,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00105.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00105.jpg"
14.088,2.348,106,0.055,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00106.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00106.jpg"
14.22,2.37,107,0.056,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00107.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00107.jpg"
14.351,2.3918,108,0.056,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00108.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00108.jpg"
14.481,2.4135,109,0.057,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00109.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00109.jpg"
14.616,2.436,110,0.058,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00110.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00110.jpg"
14.748,2.458,111,0.06,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00111.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00111.jpg"
14.877,2.4795,112,0.061,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00112.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00112.jpg"
15.012,2.502,113,0.061,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00113.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00113.jpg"
15.142,2.5237,114,0.062,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00114.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00114.jpg"
15.274,2.5457,115,0.062,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00115.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00115.jpg"
15.407,2.5678,116,0.064,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00116.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00116.jpg"
15.54,2.59,117,0.066,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00117.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00117.jpg"
15.671,2.6118,118,0.065,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00118.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00118.jpg"
15.801,2.6335,119,0.066,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00119.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00119.jpg"
15.933,2.6555,120,0.067,"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/frame_00120.jpg","/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00120.jpg"
